Product,price,Shipping_cost
New ListingSamsung Galaxy A53 5G SM-A536U 128GB Awesome Black 6.5''(GSM Unlocked) - B Grade,$139.00,30.16
UNLOCKED-LOT OF 2-Samsung Galaxy A03s SM-S134DL-FOR PARTS ONLY-Read Description,$79.00,28.39
Samsung Galaxy A13 SM-A135U T-Mobile Unlocked 32GB Black Good,$79.99,28.42
Samsung Galaxy A42 5G SM-A426U Factory Unlocked 128GB Prism Dot White Good,$99.99,29.78
NEW UNUSED Factory Unlocked Samsung Galaxy A12 32GB Black - NO RETAIL BOX,$105.00,29.93
For Samsung Galaxy S22 S23 S24 Ultra Shockproof Full Case Cover+Screen Protector,$13.96,19.22
New ListingSamsung Galaxy S20 FE 5G SM-G781U - 128GB - Cloud Navy (Unlocked),$79.00,39.76
Samsung Galaxy S21+ Plus G996U Unlocked T-Mobile Verizon Smartphone | Shaded,$199.99,31.96
New Boxed 4G 16GB Samsung Galaxy J5 J500F Dual SIM Unlock Android Smart Phone UK,$81.74,23.09
"NEW OPEN BOX Samsung Galaxy A15 5G (128GB, 6GB Ram) Metro 6.5"" SM-A156U METROPCS",$138.88,30.93
New Sealed Samsung Galaxy A14 Smartphone 5G Unlocked 128GB Dual Sim All Colours,$201.18,27.22
Samsung Galaxy S20 FE SM-G781U 128GB 5G GSM Unlocked - Good Condition,$156.99,30.69
"Open Box Samsung Galaxy A14 5G A146M 128GB 4GB 6.6"" Unlocked",$135.00,30.82
SAMSUNG C3520 Mobile Phone Bluetooth MP3 Radio GSM Flip Unlocked Moblile phone,$34.00,27.06
Samsung Galaxy S21+ Plus G996U Unlocked T-Mobile Smartphone | SHADE / DEAD PIXEL,$149.99 to $239.99,31.67
OPEN BOX Samsung Galaxy S21+ Plus 5G G996U - 128/256GB UNLOCKED,$299.95,34.91
New ListingSAMSUNG GALAXY Z FLIP3 5G,$179.00,38.20
Samsung Galaxy S10e - 128GB 256GB - Unlocked Verizon AT&T T-Mobile Metro - Good!,$109.95 to $164.95,22.49
New ListingSamsung Galaxy A52 5G - 128GB - Awesome Black (AT&T) (Single SIM),$59.00,39.17
"New Boxed Samsung Galaxy S8 G950U SM-G950U Factory Unlocked 5.8"" 64GB Smartphone",$174.88,31.99
GSM Unlocked Samsung Galaxy A13 5G 64GB 4GB RAM Black Smartphone - Grade B,$89.00,28.69
New ListingSamsung Galaxy S9+ SM-G965U1- 64GB - Midnight Black (Unlocked) Fair,$84.73,35.36
Samsung Galaxy S9 - S9 Plus - G965U1/G960U1 - Factory Unlocked ALL Carriers - B,$106.21,29.20
Gorilla Tempered Glass For Samsung Galaxy S23 Ultra S22 S21 S20 Screen Protector,$5.02 to $10.05,12.58
"Case For Samsung Galaxy S24, S24 Ultra, S24 Plus Shockproof Hybrid Rugged Cover",$4.34 to $6.85,20.43
SAMSUNG GALAXY Z Fold4 F936U1 256GB / 512GB / 1TB (FACTORY UNLOCKED) ⚫️🟠🟢❖O/B❖,$699.95 to $798.95,50.40
Samsung Galaxy S22 5G SM-S901U - 128/256GB - Unlocked / T-Mobile / AT&T - Good,$249.99 to $324.99,33.88
Samsung Galaxy Z Flip 3 5G SM-F711U Verizon Unlocked 256GB Phantom Black Good,$199.99,32.73
Samsung Galaxy S24 - SM-S921B/DS - GSM UNLOCKED - 128/256GB - NEW - SEALED -,$799.00 to $859.00,51.40
Samsung Galaxy A34 5G 128GB/6GB Android Smart Phone Awesome Black /Lime /Violet,$289.27 to $301.85,30.25
Samsung Galaxy S9 Plus - 64 GB - Unlocked SIM - Black - Fully Working - Great!,$125.00,29.75
Samsung Galaxy Z Flip 3 5G F711U Factory Unlocked 128GB Black Good Crease,$199.99,31.96
Samsung Galaxy A12 SM-A125F- 64GB - Blue Unlocked Dual SIM Android Smartphone,$100.61,23.75
Samsung Galaxy S20+ Plus 5G G986U Unlocked 128GB,$189.99,32.44
"Samsung Galaxy A15 5G (128GB, 6GB) 6.5""  SM-A156U BLU Metro by Tmobile",$164.74,31.69
SAMSUNG GALAXY A54 128GB &256GB 5G DUAL SIM BRAND NEW SEALED ALL COLOURS,$352.16 to $389.89,32.42
NEW Samsung Galaxy S20 Ultra 5G SM-G988U1 128GB Factory Unlocked US STOCK,$314.88,36.12
Samsung Galaxy S23 Ultra 5G 256GB (Factory Unlocked) - Open Box,$999.99,56.33
Samsung Phones Smartphone Tablet Bundle Collection 5 x Bundle Galaxy Note,$1.61,53.72
"Samsung Galaxy Z Flip4 5G, SM-F721U, 256GB (T-Mobile/Metro)  Blue - Very Good",$295.00,34.76
"Very Good! Factory Unlocked 6.5"" Samsung Galaxy A12 32GB Black Smartphone",$105.00,29.93
Samsung Galaxy Z Flip4 5G SM-F721U - 128GB - Graphite- (Factory Unlocked),$317.98,36.21
Samsung Galaxy S10+ G975U 128GB Factory Unlocked Android Smartphone - Very Good,$164.99,30.93
Samsung Galaxy S9 | S9+ Plus 64GB 128GB 256GB - Unlocked Verizon T-Mobile AT&T,$104.95 to $169.95,22.34
Samsung Galaxy Note 20 5G SM-N981U - 128GB -  (Unlocked),$219.99,33.32
Samsung Galaxy S21 Ultra 128GB Black (Fully Unlocked) Smartphone - Good,$319.00,35.47
Samsung Galaxy S20 FE - 128GB - Fully Unlocked - VERY GOOD Condition - (BURN),$154.97,30.63
NEW SAMSUNG GALAXY NOTE 10+ PLUS SM-N975U 256GB UNLOCKED (GSM+CDMA) ALL CARRIERS,$334.88,36.71
Samsung Galaxy A03s - UNLOCKED - Android 13,$99.99,29.78
Samsung Galaxy A10e SM-A102U T-Mobile Unlocked 32GB Black Good,$57.99,27.77
UNLOCKED-LOT OF 2-Samsung Galaxy A03s SM-S134DL-FOR PARTS ONLY-Read Description,$79.00,28.39
Samsung Galaxy Xcover 5 G525F DualSim 64GB Enterprise Outdoor Edition incl. VAT,$233.14,41.90
Samsung Galaxy A42 5G SM-A426U Verizon Unlocked 128GB Prism Dot White Good,$94.99,28.86
Samsung Galaxy A71 SM-A716U 128GB Black (GSM Unlocked) - Image Burned,$87.99,28.66
New ListingSamsung Galaxy S20 FE 5G SM-G781U - 128GB - Cloud Navy (Unlocked),$79.00,39.76
Samsung Galaxy S20 5G 128GB Gray White Pink White G981U (Unlocked) - Open Box,$229.00,33.59
Samsung Galaxy A52 5G - 128GB - SM-A526U (Unlocked) Smartphone,$154.95 to $174.95,23.96
Samsung N970 Galaxy Note 10 256GB Unlocked Android Smartphone,$209.00,32.23
Samsung Galaxy S21+ Plus 5G G996U1 128GB Unlocked 10/10 Condition Phantom Black,$291.99,34.68
Samsung Galaxy S10e G970U1 128GB PRISM BLACK (FACTORY UNLOCKED) ❖SEALED❖,$184.85,31.52
Samsung I8530 Galaxy Beam Original 3G 8GB ROM with Built-in Projector Smartphone,$99.63,ree s
BRAND NEW Samsung Galaxy A51 5G - 128GB - Blue (Unlocked) 12M Warranty - Boxed,$188.65,26.78
Samsung Galaxy S7 - 32GB - G930 - GSM Unlocked AT&T Verizon T-Mobile - Good,$84.95,21.31
New In Box Samsung Galaxy S21 Ultra SM-G998U 5G 128GB Silver for ATT  & T-Mobile,$389.99,38.34
Samsung Galaxy Z Flip3 5G 128/256GB Unlocked  Dual Sims All Colour Boxed GRADE A,$358.46 to $396.19,33.95
Samsung Galaxy Z Flip 3 5G SM-F711U Factory Unlocked 256GB Phantom Black Good,$199.99,31.96
"Samsung Galaxy Z Flip4 5G, SM-F721U, 256GB (T-Mobile/Metro)  Blue - Very Good",$295.00,34.76
Samsung Galaxy S21 5G SM-G991U 128GB Unlocked Smartphone - B+ Stock,$187.99,31.61
SAMSUNG Galaxy Z Fold 5 Factory Unlocked 256GB Phantom Black SM-F946U Excellent,$949.99,77.14
Samsung Galaxy Z Flip3 5G SM-F711B/DS 128/256GB Unlocked Very Good Condition,$333.29 to $358.45,27.66
Armor Holder Shockproof Case For Samsung S22 Ultra S21 S20FE S20 S23 Ultra Cover,$7.53 to $11.31,20.66
Samsung Galaxy S8 Active SM-G892A - 64GB (GSM Unlocked) Gray | Gold | Blue,$69.95 to $129.95,28.42
Samsung Galaxy Z Flip 5 SM-F731U1 Factory Unlocked 512GB Blue OPEN BOX,$579.99,43.17
Case For Samsung Galaxy S23 Ultra S22 S21 A53  ShockProof Gorilla Cover,$5.02 to $7.53,12.58
Samsung Galaxy S8 SM-G950U - 64GB - Blue Coral (Unlocked),$43.00,32.07
"NEW Samsung Galaxy A32, 64GB, Unlocked , Never used,( WHITE & VIOLET & BLACK)",$157.19 to $157.21,25.70
Samsung Galaxy Z Fold3 5G  256GB - Black,$297.00,72.93
Samsung Galaxy A23 5G - 64GB - Android 13 - UNLOCKED,$189.99,32.44
Samsung Galaxy S20 FE SM-G781U 128GB 5G GSM Unlocked - Good Condition,$156.99,30.69
Samsung Galaxy Note 4 SM-N910a - 32GB - White (Unlocked) Smartphone,$67.06,28.04
Samsung Galaxy A50 128GB Dual Sim Unlocked 4G Smartphone Very Good Condition,$138.34,25.04
Samsung Galaxy Note 10 SM-N970U AT&T Unlocked 256GB Black C Extreme Burn,$139.99,30.19
Samsung Galaxy S22 Ultra - 256 GB - Graphite (Unlocked) (Single SIM),$355.00,68.18
Samsung Galaxy A13 SM-A135U T-Mobile Unlocked 32GB Black Good,$79.99,28.42
Samsung Galaxy S23 SM-S911U - 128GB - Green (Carrier Unlocked),$529.98,41.70
Samsung Galaxy S21 5G SM-G991U - 128/256GB - All Carriers - Good,$169.34 to $241.28,31.06
FOR AT&T Samsung Galaxy A53 5G (SM-A536U) - 128GB - Very Good - Screen Burn,$95.00,28.86
Samsung Galaxy S22 Ultra 512GB 256GB 128GB Dual Sim Unlocked  Excellent Box Pack,$615.04 to $690.50,41.49
360 Shockproof FULL Case For Samsung S23 S20 FE S22 A53 A23 A13 A52 A33 5G Cover,$1.87 to $5.02,20.45
Samsung Galaxy S5 SM-G900F - 16GB - Shimmery White (Unlocked) Smartphone,$50.00,33.38
Samsung  Galaxy S21 5G 128GB G991U1- Fully Unlocked Smartphone -  Very Good,$209.99,32.26
✨Samsung Galaxy A23 5G✨ 4+64GB Awesome Black SM-A236U (Unlocked) - Open Box,$105.00 to $109.00,29.93
Shockproof Ring Case For Samsung S22 Ultra S21 S20 FE S23 Ultra A13 A12 A14 A54,$7.48 to $10.05,20.63
Samsung Galaxy S21 Ultra 5G G998U - 128GB/256GB/512GB (Unlocked) - Good,$305.00 to $339.00,27.80
"SAMSUNG Galaxy A13 5G | 64GB, 4GB | Black | AT&T - VERY GOOD ✅✅",$79.99,29.19
SAMSUNG C3520 Mobile Phone Bluetooth MP3 Radio GSM Flip Unlocked Moblile phone,$34.00,27.06
Samsung Galaxy S21+ - 128GB - Black (L-Verizon) (Read Description) AD1074,$110.00,29.31
Samsung S7 G930V 4G VoLTE Gold (Verizon) Unlocked US Mobile,$46.99,36.67
SAMSUNG GALAXY A54 128GB &256GB 5G DUAL SIM BRAND NEW SEALED ALL COLOURS,$352.16 to $389.89,32.42
"Open Box Samsung Galaxy A34 5G A346M 128GB 6GB 6.6"" Unlocked",$205.00,32.88
Samsung Galaxy Z Fold4 5G F936U1 512GB (Unlocked) Verizon T-Mobile AT&T 99U 512,$586.00,43.35
Samsung Galaxy S8 G950U GSM Factory Unlocked 64GB Smartphone - Image Burn,$84.99,28.57
Samsung Galaxy Note20 5G 128GB Gray (Fully Unlocked) Smartphone - Good,$219.00,32.52
"Samsung Galaxy S20 Ultra 128GB  6.9"" SM-G988U (Unlocked) - Good",$239.00,33.11
Samsung Galaxy A42 5G Factory Unlocked 128GB-Black,$109.99,29.31
New ListingSamsung Galaxy Note9 SM-N960U - 128GB - Lavender (Unlocked),$80.00,35.91
Samsung Galaxy S21 5G SM-G991U 128GB Unlocked Smartphone - Very Good,$212.99,33.12
NEW Samsung Galaxy S20 Ultra 5G SM-G988U1 128GB Factory Unlocked US STOCK,$314.88,36.12
Samsung Galaxy S10+ Plus Unlocked AT&T Verizon T-Mobile 128GB 512GB 1TB G975U,$174.89,31.22
Samsung Galaxy Folder G1600 Dual SIM LTE Flip Unlocked SmartPhone- New Sealed,$100.96,ree s
Samsung Galaxy S21+ 5G SM-G996U Us cellular Unlocked 128GB Phantom Violet C,$189.99,31.67
"Samsung Galaxy A23 5G Black 64GB 6.6"" Unlocked AT&T T-Mobile Verizon - Open Box",$115.00,30.23
Samsung Galaxy S22 Ultra 5G Smartphone 128GB 17.3cm (6.8-Inch) Black,$773.56,21.49
Samsung Galaxy A54 5G - 128 GB - Black (Unlocked) (Single SIM),$122.50,39.05
Samsung Galaxy Z Flip 3 5G SM-F711U T-Mobile Unlocked 128GB Lavender Good,$189.99,31.67
New ListingSamsung Galaxy Note9  128GB - Cloud Silver (Unlocked) Powers On Screen Damaged,$49.95,32.69
Samsung Galaxy S21 FE 5G SM-G990U - 128GB - Graphite (Unlocked),$159.00,40.12
New in Box Samsung Galaxy S10+ Plus SM-G975U1 SM-G975U 128GB GSM Unlocked,$254.99,34.36
Samsung Galaxy A52 5G - 128GB - (Unlocked) Verizon AT&T T-Mobile Metro Cricket,$154.95 to $174.95,23.37
Samsung Galaxy S21 Ultra 5G SM-G998U1 128GB Phantom Black Fully Unlocked READ,$150.00,30.49
Samsung Galaxy S10 Plus 128GB G975U GSM/CDMA Unlocked Screen Shadow- Excellent,$169.95,31.08
Samsung Galaxy A54 SM-A546U - 128GB - Awesome Graphite (METRO PCS),$240.00,33.91
SAMSUNG C3520 Mobile Phone Bluetooth MP3 FM Radio GSM Flip Unlocked Cell phone,$37.73,ree s
"Samsung A14 5G 64GB Black - At&t Prepaid Smartphone 6.6"" FHD - Brand New",$109.88,30.08
🌟 SEALED 🌟Brand New Samsung Galaxy A14 5G Fully Unlocked Smartphones!,$162.99 to $399.99,31.64
Samsung Galaxy Z Fold 3 5G SM-F926U Factory Unlocked 512GB Phantom Black C,$359.99,37.45
Samsung Galaxy Z Flip 3 5G SM-F711U1 Factory Unlocked 256GB Phantom Black C,$179.99,31.37
Samsung Galaxy S7 - 32GB - G930 - GSM Unlocked AT&T Verizon T-Mobile - Good,$84.95,21.31
Samsung Galaxy S21 Plus + 5G SM-G996U 128GB Unlocked Smartphone - Very Good,$252.99,33.53
Samsung Galaxy Z Flip 3 5G F711U1 Factory Unlocked 128GB Black C Crease,$169.99,31.08
Original Samsung I8530 Galaxy Beam Smartphone 3G 8GB ROM with Built-in Projector,$86.35,18.00
Samsung Galaxy S20 Ultra 5G 128GB G988U Unlocked with LCD Shadows - Very Good,$237.99,33.08
Samsung Galaxy A71 5G - 128GB - Fully Unlocked - VERY GOOD Condition - (BURN),$139.97,30.19
"Excellent! GSM Unlocked 6.5"" Samsung Galaxy A21 - 32GB Black Smartphone",$109.00,29.28
"Open Box Samsung Galaxy A23 A235F 128GB 4GB 6.6"" Unlocked",$140.00,30.96
Samsung Galaxy S22 5G SM-S901U - 128/256GB - Unlocked / T-Mobile / AT&T - Good,$249.99 to $324.99,33.88
Samsung Galaxy S8 Active 64GB (GSM Unlocked) T-Mobile AT&T Metro Cricket - Good!,$93.85 to $104.95,29.16
Samsung Galaxy A53 5G SM-A536U 128GB Black T-Mobile Unlocked Smartphone GREAT,$164.85,30.93
New in Box Samsung Galaxy S10+ Plus SM-G975U1 SM-G975U 128GB GSM Unlocked,$254.99,34.36
Samsung Galaxy S7 - 32GB - G930 - GSM Unlocked AT&T Verizon T-Mobile - Good,$84.95,21.31
Samsung Galaxy A52 5G - 128GB - (Unlocked) Verizon AT&T T-Mobile Metro Cricket,$154.95 to $174.95,23.37
Samsung Galaxy Z Flip 3 5G F711U Factory Unlocked 128GB Black C Heavy Scratch,$165.00,30.93
Samsung Galaxy A15 5G A156M 128GB 6GB RAM GSM Unlocked International version NEW,$190.99,32.47
Samsung Galaxy S22 SM-S901U - 128GB - Phantom Black (Carrier Unlocked),$399.98,38.63
Samsung Galaxy Z Flip 3 Lavender 128gb Factory Unlocked Read Description Zs 423,$140.00,30.96
Samsung Galaxy S22 Ultra SM-S908U-128GB-Black(Carrier Unlocked) (Cracked Screen),$219.98,33.32
"Excellent! GSM Unlocked 6.5"" Samsung Galaxy A21 - 32GB Black Smartphone",$109.00,29.28
Samsung Galaxy S22 Ultra SM-S908U - 256GB - Burgundy (Unlocked),$450.00,40.11
Samsung Galaxy A52 5G 128GB Awesome Black,$112.00,29.37
Samsung Galaxy Z Flip4 SM-F721U1 - 128GB - Purple (Unlocked) DEMO DEVICE,$195.00,32.59
Samsung Galaxy S8 Active 64GB (GSM Unlocked) T-Mobile AT&T Metro Cricket - Good!,$93.85 to $104.95,29.16
"Samsung Galaxy S21, 5G, 256GB, Phantom Grey, Unlocked - Good Condition",$264.11,29.38
Samsung Galaxy Note 8 | Note 9 64GB 128GB 512GB - Unlocked Verizon T-Mobile AT&T,$159.85 to $219.85,30.78
Samsung Galaxy S22 Ultra SM-S908U-128GB-Black (T-Mobile) (Cracked Screen),$194.98,32.59
Samsung Galaxy S21 Ultra 5G-G998U1 - 256 GB - Phantom Black (Factory Unlocked),$320.00,36.27
Samsung Galaxy S21 5G SM-G991U - 128GB - Phantom Black Tmobile Unlocked,$200.00,31.96
"Samsung Galaxy K Zoom C115 SM-C115 4G LTE Wi-Fi 20.7MP 10xOptical Zoom OIS 4.8""",$128.49,ree s
New ListingSamsung Galaxy S10e SM-G970W 128GB Prism White Unlocked Smartphone-C-SEE DESC.,$97.75,28.95
SAMSUNG Galaxy S22 S901U 256GB US Network Unlocked Smartphone - Black - NEW,$469.99,39.93
Samsung Galaxy S9 G960U GSM Factory Unlocked 64GB Smartphone -Very Good,$114.99,30.23
Samsung Galaxy A21 SM-A215U US Cellular Unlocked 32GB Black C,$69.99,28.13
"Open Box Samsung Galaxy A23 A235F 128GB 4GB 6.6"" Unlocked",$140.00,30.96
Galaxy Z Fold3 5G - 512GB - Unlocked (Read Description) AD1153,$122.50,30.45
"Samsung C3520 GSM 1.3 MP Camera 2.4"" Screen Original Unlocked Flip Mobile Phone",$29.00,10.00
New ListingSamsung Galaxy Z Fold 3 5G SM-F926U1 Factory Unlocked 256GB Green Good Crease,$359.99,37.45
Screen Protector Tempered Glass For Samsung S22 S20 FE S21 FE A13 A53 A23 S23 FE,$5.02,20.45
"Samsung Galaxy A12 SM-A125U 32GB+3GB 48MP 6.5"" Unlocked Smartphone- New Unopened",$118.00,ree s
Samsung Galaxy A20 (2019) SM-A205U Verizon Unlocked 32GB Black C Medium Burn,$59.99,27.83
Samsung Galaxy Z Flip 3 5G SM-F711U1 Factory Unlocked 256GB Phantom Black C,$179.99,31.37
New ListingSamsung Galaxy Note 20 5G SM-N981U1 128GB Mystic Gray Fully Unlocked READ,$29.99,26.95
New ListingSamsung Galaxy S21 FE 5G SM-G990U2 - 128GB - Graphite (Verizon),$149.00,41.83
NEW SAMSUNG GALAXY NOTE 10+ PLUS SM-N975U 256GB UNLOCKED (GSM+CDMA) ALL CARRIERS,$334.88,36.71
🌟 SEALED 🌟Brand New Samsung Galaxy A14 5G Fully Unlocked Smartphones!,$162.99 to $399.99,31.64
"New/Sealed - Straight Talk SAMSUNG Galaxy A14 5G 64GB  6.6"" Prepaid Smartphone",$124.95,29.75
New ListingSamsung Galaxy S21 FE 5G  SM-G990U - 128 GB - Gray (Verizon) Smartphone,$0.99,35.34
⭐Samsung Galaxy A54 5G⭐ 128GB Graphite (Unlocked | GSM | Verizon) - Open Box,$235.00,33.77
Samsung Galaxy S10 S10e S10+ Plus 128GB 512GB - Unlocked Verizon AT&T T-Mobile,$114.85 to $219.85,29.89
Samsung Galaxy S20+  5G (SM-G986U)- 128GB -Black (Unlocked) For Parts,$70.00,37.20
New ListingSamsung Galaxy J3 Phone 16GB - Silver (AT&T) Smartphone,$14.99,31.49
New ListingSamsung Galaxy Z Fold 5 5G 256 GB AT&T Clean IMEI Phantom Black  OPEN BOX,$500.00,47.57
Samsung Galaxy A03s - UNLOCKED - Android 13,$99.99,29.78
LOT OF 10 Samsung Galaxy S5 SM-G900v unlocked MIX color,$159.95,30.78
Samsung Galaxy S10 128GB SM-G973U1 Black - Verizon - Reset and Tested,$115.00,30.23
Samsung Galaxy S21 Ultra 5G SM-G998U 128GB Black 6.8'' Fully Unlocked - B Grade,$325.00,35.65
Samsung G970 Galaxy S10e 128GB Factory Unlocked Smartphone - Good-,$109.00,29.28
New In Box Samsung Galaxy S21 Ultra SM-G998U 5G 128GB Silver for ATT  & T-Mobile,$389.99,38.34
Samsung Galaxy S9 SM-G960U 64GB Black Locked to T-Mobile,$119.99,29.60
"New ListingSamsung Galaxy S9 SM-G960U1 Unlocked 64GB Black C Light Burn, Heavy Scratch",$65.00,27.98
Samsung Galaxy S5 SM-G900A 16GB AT&T 4G LTE Unlocked Black Smartphone,$46.78,36.04
New ListingSamsung Galaxy J3 Phone 16GB - Silver (AT&T) Smartphone,$14.99,31.49
New ListingSamsung Galaxy Z Fold 5 5G 256 GB AT&T Clean IMEI Phantom Black  OPEN BOX,$500.00,47.57
LOT OF 10 Samsung Galaxy S5 SM-G900v unlocked MIX color,$159.95,30.78
Samsung Galaxy S10 128GB SM-G973U1 Black - Verizon - Reset and Tested,$115.00,30.23
Samsung Galaxy A10 SM-A105M/Cellphone (Blue 32GB) Unlocked Single Sim,$84.99,29.34
Samsung Galaxy S9 G960U GSM Factory Unlocked 64GB Smartphone- Good,$109.99,29.31
Samsung Galaxy S20+ 5G SM-G986U Factory Unlocked 128GB Cloud Blue C Heavy Burn,$129.99,29.90
Samsung Galaxy A54 SM-A546U - 128GB - Awesome Graphite (METRO PCS),$240.00,33.91
Samsung Galaxy S20 FE Verizon AT&T T-Mobile Sprint Spectrum Cricket,$121.99,29.66
"NEW Samsung Galaxy A32, 64GB, Unlocked , Never used,( WHITE & VIOLET & BLACK)",$157.19 to $157.21,25.70
Samsung SGH-N288 SLIM (AnyCall International) Olympics Silver Phone - NEW RARE,$29.99,33.98
🌟🌟NEW Samsung Galaxy Note20 Ultra 5G SM-N986U1-128GB-FACTORY UNLOCKED 🌟🌟,$435.99,38.92
New ListingSamsung Galaxy A11 SM-A115U - 32GB - Black (Unlocked) (Single SIM),$29.00,60.57
New ListingSamsung Galaxy S10E - SM-G970U - 128GB - Black - Verizon (0207A),$79.00,38.99
New ListingSamsung Galaxy A54 5G - 128 GB - Awesome Graphite (AT&T),$179.99,32.14
SAMSUNG GALAXY Z FLIP4 5G F721U1 128GB│ 256GB │512GB (FACTORY UNLOCKED) ❖SEALED❖,$449.95 to $519.95,40.22
Samsung Galaxy Z Fold4 5G F936U1 512GB (Unlocked) Verizon T-Mobile AT&T 99U 512,$586.00,43.35
OPEN BOX SAMSUNG Galaxy Z Fold 5 Factory Unlocked 256GB Phantom Black SM-F946U1,$979.99,78.02
New ListingSamsung Galaxy S9 SM-G960U 64GB Blue Locked to T-Mobile,$119.99,29.60
Samsung Galaxy S21 SM-G991U 128GB T-MOBILE | AT&T | SPECTRUM | XFINITY - GOOD,$154.99 to $174.99,31.22
"Samsung A14 5G 64GB Black - At&t Prepaid Smartphone 6.6"" FHD - Brand New",$109.88,30.08
New ListingSamsung Galaxy Note 20 Ultra - 128GB - Black - (Unlocked) - Cracked Front Glass,$219.99,32.55
Samsung Galaxy Z Fold 5 SM-F946B/DS 256/512/1TB Unlocked Very Good Condition,"$1,081.65",27.66
Samsung Galaxy A25 5G A256E 256GB GSM Unlocked International Version (New),$284.99,35.24
Samsung Galaxy S10 S10e S10+ Plus 128GB 512GB - Unlocked Verizon AT&T T-Mobile,$114.85 to $219.85,29.89
9D Gorilla Tempered Glass For Samsung Galaxy S23 Ultra S22 S21  Screen Protector,$5.02 to $10.05,12.58
"Samsung Galaxy A23 5G Black 64GB 6.6"" A Series Unlocked T-Mobile Verizon - Good",$105.00 to $125.00,30.52
SAMSUNG GALAXY S22 S901U1 128GB│ 256GB (FACTORY UNLOCKED) US MODEL⚫️🟠🟢❖SEALED❖,$457.95,40.34
For Samsung Galaxy S22 S23 Ultra S21 S20 FE 5G Case Carbon Fibre Gel Phone Cover,$4.64 to $5.02,20.45
SAMSUNG Galaxy S22 5G S901U 128GB/256GB US Network Unlocked Smartphone- OPEN BOX,$365.00 to $399.99,36.83
Samsung Galaxy A42 5G SM-A426U Verizon Unlocked 128GB Prism Dot White Good,$94.99,28.86
🌟🌟NEW Samsung Galaxy Note 20 Ultra 5G SM-N986U1 128GB Factory Unlocked 🌟🌟,$427.99,38.69
Samsung Galaxy S9+ S9 Plus 64GB Unlocked SM-G965 Open Box New Other,$154.95,30.63
Samsung Galaxy S21 Ultra SM-G998U1 -5G -128GB Black Fully Unlocked-Shaded screen,$279.99,34.32
New ListingSamsung Galaxy S9+ SM-G965U1 Verizon Unlocked 64GB Black C Heavy Scratch,$65.00,27.98
"NEW Samsung Galaxy A50,  64GB, Unlocked , NEVER USED, BLACK",$150.92,25.48
Samsung Galaxy S21 FE 5G SM-G990U Factory Unlocked 128GB Olive C,$179.99,31.37
Samsung Factory Unlock (SAMSUNG S20 S20+ PLUS S20 ULTRA S20 FE 5G Z FLIP),$125.00,29.75
Samsung Galaxy S9 - Unlocked - Verizon T-Mobile AT&T 64GB 4G Smartphone,$118.75,29.57
Samsung Galaxy A01 2019 SM-A015V Verizon Unlocked 16GB Black C,$39.99,27.24
New ListingSamsung Galaxy S10+ SM-G975U - 128GB - Prism Blue (Verizon) (Single SIM),$175.00,40.45
Samsung Galaxy A71 5G - 128GB - Fully Unlocked - VERY GOOD Condition - (BURN),$139.97,30.19
Samsung Galaxy S20 | S20+ | S20 FE | S20 Ultra 5G 128GB - Unlocked Verizon AT&T,$174.95 to $254.95,31.81
Samsung Galaxy A14 4g  64gb Brand New Sealed  Unlocked,$150.92,25.48
"NEW Samsung Galaxy A53 5G, 128GB, BLACK, DUAL SIM, 6.5"", Unlocked, never used",$276.69,29.82
GSM Unlocked Samsung Galaxy A13 SM-A135U 32GB Black Smartphone Excellent,$89.00,28.69
Samsung Galaxy Folder2 SM-G1650 Dual SIM Flip Unlocked SmartPhone - New Unopened,$151.00,ree s
New Samsung Galaxy Note10 - 256GB - (Unlocked)- never used- All Colours,$314.41 to $314.42,31.12
Samsung Galaxy Note 10+ 5G SM-N976V Verizon Unlocked 256GB Aura Glow C,$219.99,32.55
Samsung Galaxy A54 5G A546U 128GB Black 6.4'' Unlocked/Verizon/Cricket - Good,$199.00 to $215.00,32.70
Samsung Galaxy S23 5G SM-S911B/DS 128GB /256GB Dual SIM Unlocked Good Condition,$553.40 to $591.13,27.66
Samsung Galaxy Note 20 Ultra 5G N986U AT&T T-MOBILE Unlocked 128GB - Good,$324.99,36.42
Samsung Galaxy S22 Ultra SM-S908B/DS - 128GB - Phantom Black (Without Simlock),$377.11,32.18
Samsung Galaxy S3 16GB White Smartphone 4G LTE Touchscreen Android,$44.17,96.89
VERIZON Samsung Galaxy Note 3 32GB Charcoal SM-N900V 4G LTE Smart Phone *HANDSET,$29.90,36.89
Samsung Galaxy A53 5G 128GB A536U1 Factory Unlocked - Excellent,$179.99,24.11
Samsung Galaxy S22 Ultra 5G 128GB (AT&T) SM-S908U Burgundy Smartphone - Fair,$359.95,36.68
Samsung Galaxy Z Flip 3 5G F711U Factory Unlocked 128GB Black C Crease,$169.99,31.08
Samsung Galaxy S21 5G - 128 GB - Gray | Not reading sim,$110.00,34.30
Samsung Galaxy S21 5G G991U - WiFi Only - Doesnt Read SIM - LCD Screen Spot Sale,$109.00,29.28
Samsung Galaxy S8 Plus - 64 GB - Unlocked SIM - Black - Fully Working - Fair,$92.50,28.79
Samsung Galaxy Z Flip 3 5G F711U1 Factory Unlocked 128GB Black C Crease,$169.99,31.08
Samsung Galaxy Z Fold 3 Spare Parts & Accessories Black/Silver,$14.99 to $29.99,19.25
