,Product,Minimum_price,Maximum_price2,Shipping_cost
234,Samsung Galaxy S23+ SM-S916U - 256GB - Phantom Black (Carrier Unlocked),627.98,627.98,44.59
235,"Case For Samsung Galaxy S24, S24 Ultra, S24 Plus Shockproof Hybrid Rugged Cover",4.37,6.9,20.56
236,FOR AT&T Samsung Galaxy A53 5G (SM-A536U) - 128GB - Very Good - Screen Burn,95.0,95.0,28.86
237,"Samsung Galaxy A11 SM-A115U 32GB 13MP 6.4"" Unlocked Smartphone - New Inbox",94.99,94.99,29.64
238,Samsung SGH-N288 SLIM (AnyCall International) Olympics Silver Phone - NEW RARE,29.99,29.99,33.98
239,⭐ FULLY UNLOCKED ⭐ Samsung Galaxy S21 5G 128GB AT&T T-Mobile Verizon PERFECT ⭐,229.0,259.0,32.82
240,Samsung  Galaxy S21 5G 128GB G991U1- Fully Unlocked Smartphone -  Very Good,209.99,209.99,32.26
241,New Samsung Galaxy A90 5G SM-A908N 128GB UNLOCKED Smartphone Works Worldwide  !!,169.99,169.99,41.68
242,Samsung Galaxy A12 SM-A125F/DSN - 64GB - Black (EE) (Dual SIM) 2,77.21,77.21,16.08
243,SAMSUNG GALAXY S23 5G S911U1 128GB 256GB (FACTORY UNLOCKED) ALL COLORS ❖SEALED❖,578.95,649.95,44.47
244,Samsung Galaxy S21 5G SM-G991U - 128GB - Phantom Black Tmobile Unlocked,200.0,200.0,31.96
245,Samsung Galaxy S7 SM-G930V - 32GB -  (Verizon) 4G LTE Smartphone,48.0,48.0,28.25
246,NEW Samsung Galaxy S20 FE 5G SM-G781U 128GB Fully Unlocked GSM+CDMA All Carriers,229.88,229.88,33.62
247,Samsung Galaxy A21s Dual Sim 32GB/ 64GB/ 128GB Unlocked Smartphone- New Unopened,159.0,210.0,ree s
248,Samsung Galaxy Note 10+ SM-N975U1 Aura Black 512GB Fully Unlocked READ,70.0,70.0,28.13
249,Samsung Galaxy A42 5G SM-A426U Factory Unlocked 128GB Prism Dot White Good,99.99,99.99,29.78
250,Samsung Galaxy A71 5G - 128GB - (Unlocked) Verizon AT&T T-Mobile Metro Cricket,124.95,144.95,22.64
251,OPEN BOX Samsung Galaxy S10+ Plus 128/512GB/1TB UNLOCKED,219.95,319.95,32.55
252,New Sealed Samsung Galaxy A14 Smartphone 5G Unlocked 128GB Dual Sim All Colours,202.46,202.46,27.39
253,EXCELLENT Samsung Galaxy S21 Ultra 5G G998U 128/512GB UNLOCKED,379.95,479.95,37.27
254,Samsung Galaxy S24 - SM-S921B/DS - GSM UNLOCKED - 128/256GB - NEW - SEALED -,799.0,859.0,49.63
255,Samsung Galaxy Note 20 5G SM-N981U Factory Unlocked 128GB Mystic Gray C,189.99,189.99,31.67
256,"New ListingSamsung galaxy A21s Unlocked 64g Have done a factory reset , read description",18.99,18.99,12.66
257,"Open Box Samsung Galaxy A34 5G A346M 128GB 6GB 6.6"" Unlocked",205.0,210.0,33.03
258,Samsung Galaxy Xcover 5 G525F DualSim 64GB Enterprise Outdoor Edition incl. VAT,234.4,234.4,42.13
259,Samsung Galaxy S21 5G - 128-256GB - Fully Unlocked - VERY GOOD Condition - BURN,189.99,189.99,31.67
260,Samsung Galaxy S10e - 128GB 256GB - Unlocked Verizon AT&T T-Mobile Metro - Good!,109.95,164.95,22.49
261,Samsung Galaxy S22 ULTRA 5G 128GB FACTORY UNLOCKED Smartphone - VERY GOOD,508.0,508.0,41.05
262,Samsung Galaxy Z Flip4 SM-F721B 128GB Graphite Unlocked FAULTY LCD 155,1.52,1.52,37.96
263,Samsung Galaxy A54 SM-A546U - 128GB - Awesome Graphite (METRO PCS),240.0,240.0,33.91
264,Samsung Galaxy A13 SM-A135U1/DS 32GB Unlocked dual SIM cracked screen works 100%,50.0,50.0,ree s
265,New ListingSamsung,49.0,49.0,16.00
266,For Samsung Galaxy S22 S23 S24 Ultra Shockproof Full Case Cover+Screen Protector,13.96,13.96,19.22
267,GSM UNLOCKED Samsung Galaxy A71 5G 128GB Black SM-A716U USED in Good Condition,125.0,125.0,30.52
268,Clear Case For Samsung Galaxy S23 Ultra S22 S21 A53 s10 ShockProof Gorilla Cover,5.05,7.58,12.66
269,Samsung Galaxy Z Fold4 - 512 GB - Phantom Black (Unlocked),299.0,299.0,51.70
270,Samsung Galaxy Z Flip 3 5G SM-F711U Factory Unlocked 256GB Phantom Black Good,199.99,199.99,32.73
271,Samsung Galaxy S10e SM-G970U 128GB UNLOCKED EXCELLENT CONDITION with aCASE,110.0,110.0,34.66
272,Samsung Galaxy A54 5G A546E 128GB 8GB RAM GSM Unlocked Global Version NEW,314.95,314.95,35.35
273,NEW Samsung Galaxy S9+ PLUS G965U 64GB GSM Unlocked AT&T T-Mobile Metro Verizon,199.88,199.88,32.73
274,Samsung Galaxy S3   (Unlocked) Blue Good Condition,49.95,49.95,20.28
275,Shockproof Case For Samsung Galaxy S24 S23 S22 S20 Ultra Plus FE Phone Cover,5.05,7.58,12.66
276,Samsung Galaxy S8 Active SM-G892A - 64GB (GSM Unlocked) Gray | Gold | Blue,69.95,129.95,29.16
277,Shockproof Ring Case For Samsung S22 Ultra S21 S20 FE S23 Ultra A13 A12 A14 A54,7.53,10.11,20.76
278,CLEAR GORILLA CASE For Samsung Galaxy S24 ULTRA S23 S23  Bumper Shockproof Cover,7.58,7.58,12.66
279,🌟 SEALED 🌟Brand New Samsung Galaxy A14 5G Fully Unlocked Smartphones!,162.99,399.99,31.64
280,Samsung Galaxy Z Flip4 5G SM-F721U - 128GB - Graphite- (Factory Unlocked),317.98,317.98,36.21
281,Samsung Galaxy S20+ Plus 5G G986U Unlocked 128GB,180.0,180.0,32.14
282,SAMSUNG GALAXY A32 5G GRAPHITE ITALY NO BRAND,258.17,258.17,26.90
283,Samsung Galaxy A53 5G SM-A536U 128GB Black T-Mobile Unlocked Smartphone GREAT,164.85,164.85,30.93
284,Samsung Galaxy Note 20 5G SM-N981U - 128GB -  (Unlocked),219.99,219.99,33.32
285,Excellent! (GSM Unlocked) Samsung Galaxy A13 SM-A135U 32GB Black Smartphone,109.0,109.0,29.28
286,Samsung Galaxy A52 5G - 128GB - (Unlocked) Verizon AT&T T-Mobile Metro Cricket,154.95,174.95,23.96
287,Samsung Galaxy S10 G973U - All Colors - Choose Carrier - Unlocked - Very Good -,124.0,124.0,29.72
288,Samsung Galaxy A30s (SM-A307G) 128GB - Blue (Claro) Smartphone - K7793,78.99,78.99,28.39
289,Samsung Galaxy Xcover 5 G525F DualSim 64GB Enterprise Outdoor Edition incl. VAT,234.4,234.4,42.13
290,Samsung Galaxy S10e G970U1 128GB PRISM BLACK (FACTORY UNLOCKED) ❖SEALED❖,184.85,184.85,31.52
291,Samsung Galaxy S21 5G SM-G991U 128GB Unlocked Smartphone - Very Good,212.99,212.99,33.12
292,Samsung Galaxy S21 5G SM-G991U - 128/256GB - All Carriers - Good,169.34,241.28,31.06
293,Samsung Galaxy S10 SM-G973U Verizon Unlocked 128GB Black C Heavy Burn,89.99,89.99,28.72
294,Samsung Galaxy A54 5G (A546E) 128GB 8GB GSM Unlocked International Version (New),322.99,322.99,35.59
295,Samsung Galaxy S10e - 128GB 256GB - Unlocked Verizon AT&T T-Mobile Metro - Good!,109.95,164.95,22.49
296,New ListingSamsung Galaxy S22+ Plus SM-S906U1 - 128GB - White - Unlocked - Pristine Cond.,217.5,217.5,41.95
297,Samsung Galaxy Z Flip4 128GB Lot Of 2 Phones | UNLOCKED 🔥,219.0,219.0,36.50
298,Samsung Galaxy A23 5G - 64GB - Android 13 - UNLOCKED,189.99,189.99,32.44
299,Samsung Galaxy S10 S10e S10+ Plus 128GB 512GB - Unlocked Verizon AT&T T-Mobile,114.85,219.85,32.11
300,Samsung N970 Galaxy Note 10 256GB Unlocked Android Smartphone,209.0,209.0,32.23
301,"Samsung Galaxy A23 5G Black 64GB 6.6"" Unlocked AT&T T-Mobile Verizon - Open Box",115.0,125.0,30.52
302,SAMSUNG GALAXY Z FLIP3 5G 128GB SM-F711U (VERIZON ONLY),199.99,199.99,31.96
303,Samsung Galaxy A04S/A05/A05S/A14/A15/A23/A24/A34/A54 64/128 SIM FREE 4G / 5G,101.25,367.05,31.64
304,Samsung Galaxy S22 SM-S901U - 128GB - Green,200.0,200.0,34.66
305,"Samsung Galaxy A14,A04,A04E,A04S,A03 CORE 4G 5G 128/64/32GB BRAND NEW SEALED",101.25,113.9,23.90
306,GSM UNLOCKED Samsung Galaxy A71 5G 128GB Black SM-A716U USED in Good Condition,125.0,125.0,30.52
307,Samsung Galaxy A42 5G SM-A426U Factory Unlocked 128GB Prism Dot White Good,99.99,99.99,29.78
308,Armor Holder Shockproof Case For Samsung S22 Ultra S21 S20FE S20 S23 Ultra Cover,7.58,11.38,20.80
309,Samsung Z Fold 2 screen oled original,85.0,85.0,15.00
310,Samsung Galaxy S20 Ultra 5G 128GB G988U Unlocked with LCD Shadows - Used,202.99,202.99,32.05
311,Samsung Galaxy A13 SM-A135U1/DS 32GB Unlocked dual SIM cracked screen works 100%,50.0,50.0,ree s
312,Samsung Galaxy S20 FE Verizon AT&T T-Mobile Sprint Spectrum Cricket,121.99,121.99,29.66
313,"Samsung Galaxy A15 5G (128GB, 6GB) 6.5""  SM-A156U BLU Metro by Tmobile",164.74,164.74,31.69
314,Samsung G970 Galaxy S10e 128GB Factory Unlocked Smartphone - Good-,109.0,109.0,29.28
315,"NEW Samsung Galaxy A52 5G, BLACK&PURPLE , 128GB, Unlocked Smartphone, NEVER USED",239.21,239.21,28.66
316,"Open Box Samsung Galaxy A14 5G A146M 128GB 4GB 6.6"" Unlocked",135.0,135.0,30.82
317,Samsung Galaxy Note 20 5G SM-N981U1 128GB Mystic Gray Fully Unlocked READ,89.0,89.0,28.69
318,Samsung Galaxy S21+ Plus G996U Unlocked T-Mobile Smartphone | SHADE / DEAD PIXEL,149.99,239.99,33.14
319,SAMSUNG GALAXY A54 128GB &256GB 5G DUAL SIM BRAND NEW SEALED ALL COLOURS,354.4,354.4,32.63
320,"Samsung Galaxy Z Flip4 5G, SM-F721U, 256GB (T-Mobile/Metro)  Blue - Very Good",295.0,295.0,34.76
321,Samsung Galaxy Z Flip4 5G 128GB Purple Unlocked  FAULTY LCD 176,70.88,70.88,37.96
322,Samsung Galaxy S20 FE SM-G780G - 128GB - Cloud Lavendar,189.86,189.86,19.62
323,Samsung Galaxy Z Flip4 SM-F721U1 - 128GB - Purple (Unlocked) DEMO DEVICE,232.95,232.95,33.71
324,Screen Protector Tempered Glass For Samsung S22 S20 FE S21 FE A13 A53 A23 S23 FE,5.05,5.05,20.58
325,Samsung Galaxy S21 Ultra 5G G998U 128GB Unlocked with LCD Shadows - Used,263.99,263.99,33.85
326,NEW Samsung Galaxy A32 5G SM-A326U - 64GB - Black (Boost Mobile),114.99,114.99,29.45
327,UNLOCKED-LOT OF 2-Samsung Galaxy A03s SM-S134DL-FOR PARTS ONLY-Read Description,79.0,79.0,28.39
328,Samsung Galaxy Z Flip5 SM-F731B/DS 256/512GB Unlocked Good Condition,632.86,632.86,42.24
329,Samsung Galaxy S22 Ultra 5G Smartphone 128GB 17.3cm (6.8-Inch) Black,777.73,777.73,21.60
330,Samsung Galaxy A52 5G 128GB Awesome Black,112.0,112.0,29.37
331,NEW Samsung Galaxy S20 Ultra 5G SM-G988U1 128GB Factory Unlocked US STOCK,314.88,314.88,36.12
332,OPEN BOX Samsung Galaxy S21+ Plus 5G G996U - 128/256GB UNLOCKED,309.95,309.95,35.21
333,Samsung Galaxy Note20 5G 128GB Gray (Fully Unlocked) Smartphone - Good,219.0,219.0,32.52
334,⭐ GSM Unlocked ⭐ Samsung Galaxy A32 5G 64GB Awesome Black ⭐ Excellent!!,125.0,125.0,29.75
335,360 Shockproof FULL Case For Samsung S23 S20 FE S22 A53 A23 A13 A52 A33 5G Cover,5.05,5.05,20.58
336,✨Samsung Galaxy A23 5G✨ 4+64GB Awesome Black SM-A236U (Unlocked) - Open Box,105.0,125.0,29.93
337,New Boxed 4G 16GB Samsung Galaxy J5 J500F Dual SIM Unlock Android Smart Phone UK,82.26,82.26,23.24
338,Samsung Galaxy S6 SM-G920P Sprint Unlocked 32GB Black Good,49.99,49.99,27.54
339,New ListingSamsung Galaxy S10+ Plus verizon unlocked lightly used condition,110.0,110.0,12.50
340,Samsung Galaxy S21 5G SM-G991U 128GB Unlocked Smartphone - B+ Stock,189.99,189.99,31.67
341,New in box Samsung Galaxy Mega I9152 Android GSM Unlocked DUAL SIM Smartphone,55.0,55.0,28.46
342,Samsung Galaxy S9 - Unlocked - Verizon T-Mobile AT&T 64GB 4G Smartphone,118.75,118.75,29.57
343,Samsung Galaxy S7 SM-G930V - 32GB -  (Verizon) 4G LTE Smartphone,48.0,48.0,28.25
344,Samsung Galaxy A25 5G A256E 256GB GSM Unlocked International Version (New),284.99,284.99,35.24
345,Samsung Galaxy S20 FE SM-G781U 128GB 5G GSM Unlocked - Good Condition,156.99,156.99,30.69
346,New Samsung Galaxy S8 SM-G950U 64GB Network Unlocked for AT&T T-Mobile &Verizon,149.99,149.99,30.49
347,Samsung Galaxy S23+ plus 5G S22+ S21+ S20+ 128GB 256gb Unlocked *Good Condition*,436.68,669.58,35.47
348,Samsung Galaxy S20+ 5G 128GB G986U Unlocked with LCD Shadows - Used,149.99,149.99,30.49
349,Samsung Galaxy A14 4g  64gb Brand New Sealed  Unlocked,151.88,151.88,25.64
350,Samsung Galaxy S21 5G SM-G991U - 128GB - Phantom Gray (Unlocked),169.0,169.0,42.42
351,New ListingCase for Samsung Galaxy S24 ULTRA S23 S22 S21 S20 360 Shockproof Clear COVER,7.58,7.58,12.66
352,Samsung Galaxy A10e SM-A102U Metro PCS Unlocked 32GB Black Good,54.99,54.99,27.68
353,Samsung Galaxy S20 FE 5G G781U 128GB (Unlocked) Cellphone,155.0,155.0,30.63
354,GSM Unlocked Samsung Galaxy A13 SM-A135U 32GB Black Smartphone Excellent,89.0,89.0,28.69
355,Samsung Galaxy A20 (2019) SM-A205U Verizon Unlocked 32GB Black C Medium Burn,59.99,59.99,27.83
356,Samsung Galaxy A42 5G Factory Unlocked 128GB-Black,109.99,109.99,29.31
357,"OPEN BOX Samsung Galaxy A14 A145M 128GB 4GB 6.6"" Unlocked",135.0,135.0,30.82
358,Samsung Galaxy S21 FE 5G SM-G990U - 128GB - Graphite (Unlocked),159.0,159.0,40.12
359,Samsung Galaxy A51 A515U Verizon Unlocked 128GB Black C Light Burn,69.99,69.99,28.13
360,NEW Samsung Galaxy S9 G960U 64GB GSM Unlocked AT&T T-Mobile MetroPCS Verizon,184.88,184.88,32.29
361,"OPEN BOX Samsung Galaxy A54 5G A546E 128GB 6GB 6.4"" Unlocked",265.0,265.0,34.65
362,Factory Unlocked Samsung Galaxy S20 FE 128GB 6.5'' Navy Smartphone - Grade B,155.0,155.0,30.63
363,Samsung Galaxy A52 5G - 128GB - (Unlocked) Verizon AT&T T-Mobile Metro Cricket,154.95,174.95,23.37
364,Samsung Galaxy S20+ Plus 5G G986U Unlocked 128GB,180.0,180.0,32.14
365,"Samsung Galaxy S24+ Plus SM-S926U1 512GB 12GB UNLOCKED 6.7"" New (GREEN)",856.0,856.0,62.05
366,New ListingSamsung,49.0,49.0,16.00
367,"Samsung Galaxy A20 SM-A205U 32GB+3GB RAM 6.4"" Unlocked Smartphone-New Unopened",107.0,107.0,29.99
368,Samsung Galaxy A54 SM-A546U - 128GB - Awesome Graphite (METRO PCS),240.0,240.0,33.91
369,🌟 SEALED 🌟Brand New Samsung Galaxy A14 5G Fully Unlocked Smartphones!,162.99,399.99,31.64
370,For Samsung Galaxy S24 S23 S22 Ultra Military Grade Shockproof Phone Case Cover,11.39,11.39,19.14
371,SAMSUNG Galaxy S22 S901U 256GB US Carriers Unlocked Smartphone - Black - NEW,469.99,469.99,39.93
372,Samsung Galaxy A30s (SM-A307G) 128GB - Blue (Claro) Smartphone - K7793,78.99,78.99,28.39
373,Samsung Galaxy S20 FE 128GB G781UW Unlocked with LCD Shadows - Very Good,140.99,153.99,30.22
374,Samsung Galaxy A03s - UNLOCKED - Android 13,99.99,99.99,29.78
375,Samsung Galaxy Z Fold 5 SM-F946U1 Factory Unlocked 512GB Blue OPEN BOX,949.99,949.99,82.94
376,Samsung Galaxy S23 FE 5G  128GB 8GB RAM (Metro by T-Mobile) + FREE accesories,339.99,339.99,36.86
377,Samsung Galaxy Z Flip4 5G SM-F721U - 128GB - Graphite- (Factory Unlocked),317.98,317.98,36.21
378,Samsung Galaxy J4+ Plus SM-J415F 32GB Black Unlocked FAULTY SOFTWARE ISSUE 802,6.96,6.96,37.96
379,Samsung Galaxy S4 16GB WHITE (Carrier Unlocked for any GSM network) Very Good,58.95,58.95,20.54
380,Samsung Galaxy S8 | S8+ Plus 64GB Unlocked Verizon AT&T Cricket T-Mobile Metro,98.85,114.85,21.72
381,BRAND New Samsung Galaxy Ace GT-5830i-BLACK-3G-Unlocked Mobile Phone - Free Sim,29.1,29.1,21.40
382,Samsung Galaxy S21 | S21+ Plus 5G 128GB - (Unlocked) Verizon T-Mobile AT&T,214.95,309.95,32.99
383,Samsung Galaxy S10 S10e S10+ Plus 128GB 512GB - Unlocked Verizon AT&T T-Mobile,114.85,219.85,30.63
384,"NEW Samsung Galaxy A53 5G, 128GB, BLACK, DUAL SIM, 6.5"", Unlocked, never used",291.11,291.11,30.44
385,New In Box Samsung Galaxy S21 Ultra SM-G998U 5G 128GB Silver for ATT  & T-Mobile,389.99,389.99,38.34
386,"Samsung Galaxy A23 5G Black 64GB 6.6"" A Series Unlocked T-Mobile Verizon - Good",105.0,125.0,30.52
387,Samsung Galaxy Z Fold 5 SM-F946B/DS 256/512/1TB Unlocked Very Good Condition,1088.53,1088.53,27.83
388,Samsung Galaxy S10+ Plus Unlocked AT&T Verizon T-Mobile Used S10 Plus G975U,159.89,179.89,30.78
389,"SAMSUNG Galaxy A13 5G | 64GB, 4GB | Black | AT&T - VERY GOOD ✅✅",79.99,79.99,29.19
390,Samsung Galaxy S9+ S9 Plus 64GB Unlocked SM-G965 Open Box New Other,154.95,154.95,30.63
391,Samsung Galaxy S21 Ultra 5G SM-G998U Factory Unlocked 128GB Phantom Black C,299.9,299.9,34.91
392,PRE-OWNED Samsung Galaxy S10 SM-G973U Factory Unlocked 128GB Blue-Excellent,102.5,102.5,37.86
393,Samsung Z Flip 4 128GB 5G Unlocked *Please Read*,334.86,334.86,32.41
394,Samsung Galaxy S21 Plus + 5G SM-G996U 128GB T-MOBILE | VERIZON | XFINITY - Good,194.99,214.99,31.81
395,"Excellent! GSM Unlocked 6.5"" Samsung Galaxy A21 - 32GB Black Smartphone",109.0,109.0,29.28
396,Samsung Galaxy S22 Ultra 512GB 256GB 128GB Dual Sim Unlocked  Excellent Box Pack,656.92,656.92,43.07
397,9D Gorilla Tempered Glass For Samsung Galaxy S23 Ultra S22 S21  Screen Protector,5.05,10.11,12.66
398,LOT of 4 Samsung Galaxy & Google Pixel Phones S7 S9+ PARTS REPAIR,24.5,24.5,36.16
399,Samsung Galaxy Z Flip 3 5G SM-F711U1 Factory Unlocked 256GB Lavender C,169.99,169.99,31.08
400,Samsung Galaxy S7 32GB - AM-G930V AS IS UNTESTED,24.95,24.95,27.57
401,Samsung Galaxy S22 Ultra 5G 128GB (AT&T) SM-S908U Burgundy Smartphone - Fair,359.95,359.95,37.45
402,Samsung Galaxy S22 Ultra 256GB Black White Burgundy Green (Unlocked) - Good,499.0,499.0,40.78
403,"LOT OF 2!! Samsung Galaxy Note 5 64GB N920V Black "" Verizon "" (H158)",30.0,30.0,26.95
404,Samsung Galaxy S9 SM-G960U 64GB Black Locked to T-Mobile,119.99,119.99,29.60
405,Samsung Galaxy S9 Plus - 64 GB - Unlocked SIM - Black - Fully Working - Great!,125.0,125.0,29.75
406,Samsung Galaxy Z Flip 3 5G SM-F711U Verizon Unlocked 256GB Phantom Black Good,199.99,199.99,32.73
407,Samsung Galaxy S4 Zoom Pictures 4G Mobile Phone SM-C105A Good Conditions,109.99,109.99,36.50
408,SAMSUNG C3520 Mobile Phone Bluetooth MP3 Radio GSM Flip Unlocked Moblile phone,34.0,34.0,27.06
409,Samsung Galaxy S10e SM-G970U 128GB+6GB Factory Unlocked Smartphone - New Sealed,183.53,183.53,ree s
410,Clear Case For Samsung Galaxy S23 Ultra S22 S21 A53 s10 ShockProof Gorilla Cover,5.05,7.58,12.66
411,🌟🌟NEW Samsung Galaxy Note20 Ultra 5G SM-N986U1-128GB-FACTORY UNLOCKED 🌟🌟,435.99,435.99,38.92
412,Samsung Galaxy A54 Unlocked - 128GB - Awesome Violet - MINT (10/10) - READ DESC,199.99,199.99,32.73
413,Samsung Galaxy S23 Ultra 5G 256GB Phantom Black Black Without Simlock NEW,1014.3,1014.3,21.60
414,UNLOCKED - NEW Samsung Galaxy A13 5G 64gb Black- Android 13/Sealed,139.0,139.0,30.16
415,Samsung Galaxy A54 5G - 128 GB - UNLOCKED,299.99,299.99,35.68
416,Samsung Galaxy Note 10+ 5G SM-N976V Verizon Unlocked 256GB Aura Glow C,219.99,219.99,32.55
417,Samsung Galaxy Note 10 SM-N970U AT&T Unlocked 256GB Black C Extreme Burn,139.99,139.99,30.19
418,SAMSUNG GALAXY Z Fold4 F936U1 256GB / 512GB / 1TB (FACTORY UNLOCKED) ⚫️🟠🟢❖O/B❖,699.95,798.95,50.40
419,Samsung Galaxy S22 128gb Phantom Black (AT&T) (Read Description),200.0,200.0,31.96
420,Samsung Galaxy S9 & S9+ Plus 64GB | 128GB | 256GB - Unlocked - Excellent,119.95,169.95,22.78
421,"Samsung Galaxy A13 5G 64GB (T-Mobile) 6.5"" 4GB RAM Black Smartphone - Pristine",95.0,95.0,28.86
422,SAMSUNG Galaxy S23 Ultra SM-S918B/DS 5G 256GB/12GB Unlocked Sealed Brand New,949.0,949.0,54.06
423,Samsung Galaxy S22 SM-S901U - 128GB - Phantom Black (Carrier Unlocked),359.98,359.98,37.45
424,Samsung Galaxy S23 Ultra SM-S918B/DS 512gb Unlocked Dual SIM Black Sealed Box,1113.86,1113.86,74.89
425,Samsung Galaxy A14 4g 128gb 64gb BRAND NEW SEALED unlocked,166.43,166.43,26.15
426,Samsung Galaxy S22+ PLUS 5G 128GB | 256GB FACTORY UNLOCKED Smartphone -VERY GOOD,446.0,446.0,39.22
427,"Open Box Samsung Galaxy A23 A235F 128GB 4GB 6.6"" Unlocked",145.0,145.0,31.11
428,Samsung Galaxy S21 5G - 128GB - Fully Unlocked - EXCELLENT Condition,254.99,254.99,33.58
429,SAMSUNG Galaxy S22 5G S901U 128GB/256GB US Carrier Unlocked Smartphone- OPEN BOX,365.0,399.99,36.83
430,Samsung Galaxy A51 5G SM-A516V Verizon Unlocked 128GB Prism Bricks Blue Good,105.0,105.0,29.16
431,Samsung Galaxy S21 5G G991U - WiFi Only - Doesnt Read SIM - LCD Screen Spot Sale,109.0,109.0,29.28
432,"Samsung Galaxy A13 5G 64GB (T-Mobile) 6.5"" 4GB RAM Black Smartphone - Pristine",95.0,95.0,28.86
433,Samsung Galaxy S21 5G - 128GB - Fully Unlocked - EXCELLENT Condition,254.99,254.99,33.58
434,SAMSUNG GALAXY Z Fold4 F936U1 256GB / 512GB / 1TB (FACTORY UNLOCKED) ⚫️🟠🟢❖O/B❖,699.95,798.95,50.40
435,"Open Box Samsung Galaxy A23 A235F 128GB 4GB 6.6"" Unlocked",145.0,145.0,31.11
436,"New ListingSamsung Galaxy A03 SM-A435F/DS 35 GB 2 International (Indian SIM) Model 6.5""",60.0,60.0,37.60
437,SAMSUNG Galaxy S23 Ultra SM-S918B/DS 5G 256GB/12GB Unlocked Sealed Brand New,949.0,949.0,54.06
438,Samsung Galaxy A42 5G SM-A426U Verizon Unlocked 128GB Prism Dot White Good,94.99,94.99,28.86
439,New ListingSamsung Galaxy A54 5G 128GB Awesome Black (For Verizon) - B Grade,175.0,175.0,31.22
440,Samsung Galaxy S22 SM-S901U - 128GB - Phantom Black (Carrier Unlocked),359.98,359.98,37.45
441,Samsung Galaxy S21 5G SM-G991U T-Mobile Unlocked 128GB Phantom White C,174.99,174.99,31.22
442,Samsung Galaxy S23 Ultra SM-S918B/DS 512gb Unlocked Dual SIM Black Sealed Box,1113.86,1113.86,74.89
443,Samsung Galaxy S9 SM-G960U 64GB Black Locked to T-Mobile,119.99,119.99,29.60
444,9D Gorilla Tempered Glass For Samsung Galaxy S23 Ultra S22 S21  Screen Protector,5.05,10.11,12.66
445,Samsung Galaxy Folder G1600 Dual SIM LTE Flip Unlocked SmartPhone- New Sealed,101.04,101.04,ree s
446,Samsung Galaxy A14 4g 128gb 64gb BRAND NEW SEALED unlocked,166.43,166.43,26.15
447,Samsung Galaxy S21 FE 5G SM-G990U1 Factory Unlocked 128GB Graphite Good,199.9,199.9,31.96
448,Samsung Galaxy S22+ PLUS 5G 128GB | 256GB FACTORY UNLOCKED Smartphone -VERY GOOD,446.0,446.0,39.22
449,Samsung Galaxy S22 Ultra 5G 128GB (AT&T) SM-S908U Burgundy Smartphone - Fair,359.95,359.95,37.45
450,Samsung Galaxy S9 & S9+ Plus 64GB | 128GB | 256GB - Unlocked - Excellent,119.95,169.95,22.78
451,New SAMSUNG Galaxy A15 5G Factory Unlocked 128GB GSM Cell Phone INT. V BLBK,186.87,186.87,32.35
452,Samsung Galaxy Folder2 SM-G1650 Dual SIM Flip Unlocked SmartPhone - New Unopened,151.0,151.0,ree s
453,Samsung Z Flip 4 128GB 5G Unlocked *Please Read*,334.86,334.86,32.41
454,SAMSUNG GALAXY S22 S901U1 128GB│ 256GB (FACTORY UNLOCKED) US MODEL⚫️🟠🟢❖SEALED❖,457.95,457.95,40.34
455,Samsung Galaxy S20 Ultra 5G G988U1 128GB Black Unlocked LCD Shadow Excellent,174.96,174.96,31.22
456,Pro 2 Samsung Galaxy Xcover6 Pro G736B G736B/DS dual-SIM 5G Android Mobile Phone,191.89,191.89,18.00
457,Samsung Galaxy Note 8 SM-N950U Sprint Unlocked 64GB Orchid Gray C Medium Burn,109.99,109.99,29.31
458,Samsung Galaxy A71 SM-A716U 128GB Black (GSM Unlocked) - Image Burned,87.99,87.99,28.66
459,"Samsung Galaxy A51 6.5"" (SM-A515U) 128GB 4GB RAM Black (Unlocked) with SHADOW",105.0,105.0,29.16
460,Samsung Galaxy Z Fold 3 Spare Parts & Accessories Black/Silver,14.99,29.99,19.25
461,"Samsung C3520 GSM 1.3 MP Camera 2.4"" Screen Original Unlocked Flip Mobile Phone",29.0,29.0,10.00
462,Samsung Galaxy A32 5G 64GB - Black - Unlocked - (SM-A326WZKNXAC),175.0,175.0,31.22
463,Samsung Galaxy S21 SM-G991U 5G 128GB T-MOBILE | AT&T - Grade B+,159.99,159.99,30.78
464,Samsung Galaxy A54 5G - 128 GB - Awesome Graphite (Unlocked),199.99,199.99,31.96
465,NEW Samsung Galaxy S9 SM-G960U1 64GB Factory Unlocked ATT TMobile Verizon & More,162.99,162.99,30.87
466,Samsung Galaxy S9+ Plus (SM-G965F) 64/128/256GB Unlocked Grade A+ Excellent,177.19,177.19,27.83
467,NEW SAMSUNG GALAXY NOTE 10+ PLUS SM-N975U 256GB UNLOCKED (GSM+CDMA) ALL CARRIERS,334.88,334.88,36.71
468,SAMSUNG GALAXY A32 5G GRAPHITE ITALY NO BRAND,258.17,258.17,26.90
469,SAMSUNG Galaxy S22 5G S901U 128GB/256GB US Carrier Unlocked Smartphone- OPEN BOX,365.0,399.99,36.83
